"#","carat","cut","color","clarity","depth","table","price","x","y","z"
"1067",0.31,"Premium","I","VS2",60.8,60,558,4.42,4.37,2.67
"1068",0.31,"Ideal","I","VS2",59.9,57,558,4.4,4.38,2.63
"1069",0.31,"Premium","I","VS2",59.9,60,558,4.44,4.41,2.65
"1070",0.31,"Premium","I","VS2",61.1,58,558,4.38,4.36,2.67
"1071",0.31,"Premium","I","VS2",60.7,61,558,4.34,4.32,2.63
"1072",0.31,"Very Good","I","VS2",63.1,54,558,4.34,4.31,2.73
"1073",0.31,"Premium","I","VS2",62.3,60,558,4.32,4.31,2.69
"1074",0.31,"Premium","H","SI1",61.7,59,558,4.39,4.36,2.7
"1075",0.31,"Premium","H","SI1",61,61,558,4.39,4.33,2.66
"1076",0.31,"Good","H","SI1",63.6,57,558,4.31,4.28,2.73
"1077",0.31,"Premium","H","SI1",62.4,57,558,4.35,4.31,2.7
"1078",0.31,"Premium","H","SI1",62.8,58,558,4.32,4.28,2.7
"1079",0.31,"Ideal","H","SI1",62.9,56,558,4.31,4.27,2.7
"1080",0.31,"Premium","E","SI2",60.9,60,558,4.38,4.35,2.66
"1081",0.82,"Very Good","H","SI1",63.6,56,2908,5.9,5.95,3.77
"1082",0.73,"Ideal","I","VS1",61.5,55,2908,5.8,5.84,3.58
"1083",0.7,"Premium","D","VS2",61,60,2909,5.75,5.7,3.49
"1084",0.7,"Premium","D","VS2",60.9,57,2909,5.71,5.69,3.47
"1085",0.71,"Ideal","H","VS1",61.2,56,2909,5.76,5.81,3.54
"1086",0.71,"Ideal","H","VS1",61.9,56,2909,5.7,5.74,3.54
"1087",0.9,"Ideal","I","SI2",61.9,57,2909,6.19,6.13,3.81
"1088",0.71,"Very Good","D","VS1",62.9,57,2910,5.6,5.66,3.54
"1089",1.05,"Premium","I","SI2",58.3,57,2911,6.72,6.67,3.9
"1090",0.59,"Ideal","E","VVS2",61.1,57,2911,5.39,5.41,3.3
"1091",0.71,"Ideal","G","VS2",60.6,56,2911,5.76,5.8,3.5
"1092",0.77,"Good","F","VS2",60.3,61,2911,5.89,5.96,3.57
"1093",0.73,"Good","E","VS2",64.2,54,2912,5.68,5.72,3.66
"1094",0.7,"Good","E","VS2",58.7,63,2912,5.69,5.73,3.35
"1095",0.73,"Good","E","VS2",63.2,56,2912,5.75,5.76,3.64
"1096",0.8,"Premium","E","SI1",61.2,60,2912,5.97,5.95,3.65
"1097",1,"Fair","H","SI2",65.2,54,2912,6.3,6.22,4.08
"1098",1,"Fair","I","SI1",66,56,2912,6.31,6.24,4.13
"1099",1,"Fair","H","SI2",67,55,2912,6.25,6.12,4.16
"1100",0.7,"Very Good","D","VS2",60.7,60,2913,5.72,5.74,3.48
"1101",0.71,"Premium","D","SI1",61.4,58,2913,5.75,5.79,3.54
"1102",0.71,"Premium","G","SI2",60.8,59,2913,5.7,5.74,3.48
"1103",0.71,"Premium","D","SI1",60.6,58,2913,5.77,5.79,3.5
"1104",0.71,"Very Good","D","SI1",61.7,56,2913,5.68,5.8,3.54
"1105",0.71,"Ideal","D","SI1",61.7,57,2913,5.7,5.75,3.53
"1106",0.71,"Premium","D","SI1",59.7,59,2913,5.8,5.82,3.47
"1107",0.91,"Premium","I","SI2",62,59,2913,6.18,6.23,3.85
"1108",0.83,"Premium","E","SI1",62.2,59,2913,6.05,5.97,3.74
"1109",0.85,"Ideal","G","SI2",62,57,2913,6.1,6.02,3.76
"1110",0.8,"Very Good","F","SI1",63.5,55,2914,5.86,5.89,3.73
"1111",0.73,"Ideal","E","SI1",61.4,58,2914,5.76,5.8,3.55
